Id,SalePrice
1461,113965.17085922346
1462,166786.0737649824
1463,150359.1609631898
1464,188448.08015057165
1465,198907.88083836157
1466,182197.90531952935
1467,189916.32552526076
1468,184431.240015561
1469,199693.6210093086
1470,94149.53114303341
1471,184450.72041930025
1472,118978.44948349288
1473,100270.60391473398
1474,131093.60922463844
1475,134694.44284708286
1476,341458.3064114966
1477,257860.83971624472
1478,299926.06838529045
1479,292229.01677830354
1480,388203.4046951162
1481,265791.85911866464
1482,223832.83748575952
1483,185895.56018107617
1484,186325.88970724773
1485,213961.0496565774
1486,216761.94779080804
1487,272645.1367674789
1488,235147.82331412332
1489,180263.86084173527
1490,199064.82330574724
1491,224816.64413243136
1492,93244.33473687805
1493,203821.4943725937
1494,277481.01639241097
1495,251861.84575692005
1496,217931.5527648758
1497,138117.12247319683
1498,157322.01211416186
1499,151788.49611992761
1500,124398.04271287331
1501,142511.47972606053
1502,147326.8104250701
1503,268665.878279764
1504,248140.83715516422
1505,214090.9992056589
1506,217910.7192444913
1507,220565.02608102793
1508,189722.33275881154
1509,170127.05610899092
1510,149564.7187058886
1511,147832.5605337685
1512,150871.23803328746
1513,175508.44017246948
1514,215961.40864586108
1515,141479.50099105155
1516,152099.3505687355
1517,162779.43082300434
1518,150538.96136019845
1519,228352.7508448828
1520,149182.68886234448
1521,140028.5361132922
1522,174452.348428356
1523,79606.7343531244
1524,114626.39111469267
1525,118548.41908675455
1526,131959.64337681117
1527,54326.25397779583
1528,149744.82632044726
1529,141086.72716933535
1530,210445.72700634203
1531,119947.20277872705
1532,103872.22125570197
1533,164420.8519880348
1534,146772.81416810816
1535,133431.1738786092
1536,110116.87677428732
1537,26380.772565304767
1538,193669.86466777045
1539,187448.30358129158
1540,174651.1048193951
1541,148096.91471324163
1542,135766.17675864208
1543,177157.2081236504
1544,62256.84874091204
1545,138697.6614802964
1546,134914.6378077669
1547,117978.07030174369
1548,145889.4842942888
1549,96221.5708419804
1550,121114.51153768133
1551,153651.68742918829
1552,113477.37211286649
1553,136920.77129495912
1554,133106.01020206604
1555,162908.92390399636
1556,97792.35248187347
1557,121518.82086116518
1558,163091.9747694775
1559,78626.06652262434
1560,123279.35626205546
1561,156600.54234533338
1562,132372.86428412958
1563,122796.68447850342
1564,135206.10431168112
1565,143130.87061450025
1566,218993.38734812336
1567,70683.05141617497
1568,227357.71742959088
1569,97355.5310374028
1570,153954.09421166335
1571,114042.93041230342
1572,138040.86409167317
1573,236464.4459600686
1574,145442.73200120777
1575,208445.82875661342
1576,207441.59967082157
1577,203389.4563647532
1578,141907.9398226943
1579,133957.28620895627
1580,224726.11347991368
1581,143866.53818350728
1582,142407.77000959986
1583,278123.8766875365
1584,228604.4988795875
1585,139441.81098197773
1586,48656.102771217935
1587,139928.4963485608
1588,152176.06177288666
1589,89869.24937397917
1590,168174.73662805534
1591,85474.9428952483
1592,114003.57533368445
1593,136411.21444305708
1594,97048.45059924922
1595,132581.4616800889
1596,221687.95323337964
1597,176680.313325122
1598,201477.68379048118
1599,209884.10288347653
1600,217918.74415356945
1601,13190.808096441673
1602,127136.46313083125
1603,54787.76372953178
1604,251252.28730789572
1605,258489.49513630755
1606,160575.9342917481
1607,229573.47736752988
1608,223830.8030946555
1609,205075.75397165935
1610,152132.6149780932
1611,158995.9753524696
1612,178493.6167679329
1613,162539.4269254657
1614,121143.53492067265
1615,55719.95247932128
1616,62111.440075526945
1617,65672.52150840661
1618,128692.62927821977
1619,134601.1089630227
1620,183518.0611041095
1621,136448.0134305323
1622,182702.96183424
1623,267237.33906308585
1624,198340.6106612312
1625,160403.51781169325
1626,196354.7607036808
1627,187501.49562398484
1628,272648.66994424164
1629,195240.82364006015
1630,286123.55457114195
1631,247012.32916069333
1632,230101.46179156657
1633,201963.64988741814
1634,193008.28831429826
1635,187345.79916307027
1636,166251.76163548254
1637,149402.32782860403
1638,211327.01329786167
1639,186818.28875285247
1640,232361.35273192963
1641,181053.22021345468
1642,228830.9651420298
1643,232372.26390432566
1644,232022.70354807633
1645,179169.94060693355
1646,178847.48125844426
1647,191766.45809393493
1648,145869.58719081455
1649,147459.53453087015
1650,106286.03455223306
1651,97664.89076221897
1652,128454.76530918619
1653,127967.92466937169
1654,149346.27623555157
1655,138725.09241100168
1656,131106.58996124496
1657,150332.11710200342
1658,137797.76943754242
1659,157182.65664816042
1660,119608.17315569823
1661,354381.2874404802
1662,320339.42230393784
1663,326107.38066773955
1664,384630.45244143857
1665,301699.38683317555
1666,284840.5489707545
1667,348336.80040591443
1668,339090.48936862056
1669,308544.907594461
1670,320474.30643248325
1671,252237.272803884
1672,377134.2114834753
1673,283437.78754005977
1674,243270.79529468133
1675,168988.40349275176
1676,161584.60344248638
1677,204131.5823786445
1678,392695.1790788467
1679,312781.8183713644
1680,291700.9944092636
1681,264010.90509421215
1682,287801.18237799197
1683,183104.0297049766
1684,215607.11000397708
1685,188413.14781618328
1686,175871.8673189592
1687,193578.42100929585
1688,216408.95151417912
1689,216157.87539519696
1690,232000.5716174692
1691,218970.7786194135
1692,278874.22683428205
1693,204665.11621646653
1694,196560.43299391097
1695,196235.87127122958
1696,251889.22292164527
1697,207184.2913196038
1698,299793.455236848
1699,275794.4324657519
1700,217505.4790187548
1701,264159.7819755692
1702,262255.7096513987
1703,250171.1291874759
1704,269727.4711087921
1705,267776.4906425942
1706,350392.40754842176
1707,221333.45604061964
1708,214280.961299242
1709,286102.89346029074
1710,229094.04618113092
1711,266622.47659652005
1712,263027.54514347576
1713,251566.44553874456
1714,221140.3338873973
1715,207235.46444483427
1716,205099.18209782965
1717,213733.19575312687
1718,157445.53872729908
1719,230026.90306085907
1720,242874.70788337616
1721,203063.64741267334
1722,142117.69784505083
1723,158175.26554047456
1724,207991.23138432507
1725,232307.56435148395
1726,161393.6030322127
1727,138016.70356593397
1728,199571.51024904498
1729,167168.340654718
1730,144856.78850054322
1731,139172.74175632792
1732,135772.2392689283
1733,121806.09437111113
1734,137716.74429411022
1735,142551.75428023282
1736,127836.19534465298
1737,257139.78859615908
1738,204839.72473650868
1739,212911.5352521902
1740,168043.80988772796
1741,155735.21076952666
1742,130935.70539061399
1743,179280.09607675206
1744,252413.2602351515
1745,218439.89510002825
1746,211652.50616289722
1747,206109.88717232016
1748,178456.62391589908
1749,138989.26270683133
1750,173383.21634221426
1751,213977.68313273275
1752,118264.1459339736
1753,158256.52983498736
1754,221592.97516800207
1755,156729.37763189035
1756,101959.20676399698
1757,117419.45687242877
1758,118264.69209215906
1759,162827.06012576306
1760,143182.87623314676
1761,162007.1681992351
1762,146189.77827838226
1763,182553.0360648909
1764,127168.94322387339
1765,175537.5171377086
1766,184816.83697765903
1767,177106.03091602703
1768,142409.24932201533
1769,187848.960569656
1770,168940.4292085208
1771,134100.3221666608
1772,125233.48534070444
1773,115884.09485182608
1774,158348.89672286017
1775,172371.38011897844
1776,114236.4765489162
1777,121316.82970022713
1778,121312.91935858876
1779,103345.24626618321
1780,187225.9111507521
1781,128851.82457486377
1782,40388.71752814483
1783,125188.84489821456
1784,76384.07684137276
1785,121504.54651769763
1786,104928.97415000782
1787,140982.51464518975
1788,11036.01807140722
1789,80890.34340863698
1790,9117.124488167232
1791,221731.22220050357
1792,166890.53508454282
1793,179675.02231698995
1794,170254.11118631484
1795,151165.25478593144
1796,158906.83346113283
1797,147299.46067769197
1798,128450.75272563938
1799,113128.40317309462
1800,126010.48381384346
1801,92414.0152255611
1802,152021.70879901294
1803,177372.0287563242
1804,113259.49216870684
1805,170690.8355844065
1806,135682.32102453383
1807,200433.01008991618
1808,89068.09488002746
1809,103693.95512588555
1810,120633.04150010366
1811,106831.1330534087
1812,106764.46256020898
1813,120124.17097162665
1814,90008.42766958312
1815,-22407.546668182593
1816,104390.0660023999
1817,91927.74854809069
1818,166123.29163761227
1819,131706.02858197875
1820,47431.79887986579
1821,140576.2435689557
1822,147579.04852593387
1823,23768.79704584321
1824,134410.09196676686
1825,110785.48122889898
1826,96746.00137049193
1827,100332.62708725501
1828,111481.94458269351
1829,118636.9152511633
1830,155824.8006623378
1831,183043.0279406784
1832,148729.13419435243
1833,167970.65112429578
1834,158406.35035436042
1835,188990.96521136235
1836,120054.51444404572
