Id,SalePrice
1461,109681.58125420299
1462,199949.79785396496
1463,189259.0664764637
1464,199939.99011099362
1465,205399.1241092796
1466,199930.18236802227
1467,167867.7959784898
1468,199920.37462505096
1469,168219.63243249446
1470,157528.90105499318
1471,152014.20836643275
1472,152241.10260331706
1473,152236.1987318314
1474,168195.11307506613
1475,168190.20920358045
1476,227161.61769589482
1477,227156.71382440915
1478,168175.49758912344
1479,199866.4320387086
1480,173629.72771592374
1481,168160.78597466642
1482,199851.72042425157
1483,199846.81655276593
1484,168146.07436020943
1485,199837.00880979458
1486,199832.1049383089
1487,231523.03938789407
1488,168126.45887426677
1489,163474.39261606953
1490,136189.01470185464
1491,168111.74725980975
1492,120215.38874416289
1493,181380.53234122705
1494,199792.87396642356
1495,168092.13177386706
1496,167855.42979401143
1497,126553.14947715594
1498,126548.24560567026
1499,126543.34173418459
1500,126538.43786269892
1501,136135.07211551227
1502,167826.00656509743
1503,185500.03861204197
1504,167816.19882212608
1505,136115.4566295696
1506,199734.02750859555
1507,168033.28531603905
1508,199724.2197656242
1509,146651.82256103653
1510,168018.57370158203
1511,168013.66983009636
1512,135951.28344056392
1513,258299.34739071992
1514,213335.03355807482
1515,146622.39933212253
1516,167989.15047266806
1517,199680.08492225318
1518,167979.3427296967
1519,157288.61135219544
1520,167607.8907897494
1521,199660.46943631052
1522,146588.07223172285
1523,167954.82337226835
1524,167949.91950078268
1525,146573.36061726583
1526,181580.34877917598
1527,167935.2078863257
1528,146558.64900280882
1529,199621.23846442517
1530,167920.4962718687
1531,165592.01120702722
1532,136460.27374601184
1533,148962.54333713232
1534,151937.0625712056
1535,151932.15869971993
1536,151927.25482823426
1537,165562.5879781132
1538,160756.91504447802
1539,147111.7741516278
1540,165547.87636365622
1541,151902.73547080596
1542,141212.00409330468
1543,201373.93022021637
1544,141202.19635033334
1545,154837.52950021226
1546,151878.2161133776
1547,151873.31224189192
1548,151868.40837040625
1549,151863.50449892058
1550,141172.7731214193
1551,151853.69675594923
1552,114990.54130426724
1553,147043.11995082838
1554,114980.73356129596
1555,199493.7378057978
1556,199488.83393431213
1557,167788.09174175566
1558,190614.54464191574
1559,149259.08648233814
1560,119881.92548313746
1561,167768.47625581297
1562,167763.5723843273
1563,167758.66851284163
1564,199449.60296242678
1565,157063.0332638547
1566,203082.48713263654
1567,167739.05302689894
1568,203072.6793896652
1569,167729.24528392762
1570,157038.51390642635
1571,158854.95599153123
1572,167714.53366947063
1573,258381.7804828558
1574,199400.5642475701
1575,160656.6864621791
1576,199390.75650459874
1577,167690.01431204227
1578,199380.94876162743
1579,135622.72405102415
1580,199371.14101865608
1581,188680.4096411548
1582,156979.66744859834
1583,167660.59108312824
1584,167655.6872116426
1585,151686.96512543655
1586,167645.87946867128
1587,170595.3851125346
1588,192288.77445393623
1589,181271.40487557885
1590,167626.2639827286
1591,162399.57047499897
1592,158751.9746903322
1593,167611.55236827157
1594,110113.65572832568
1595,167601.74462530023
1596,199292.67907488538
1597,167591.93688232888
1598,199282.87133191407
1599,188778.1871154796
1600,188773.28324399394
1601,151608.50318166584
1602,146381.8096739362
1603,92441.4860164999
1604,188753.66775805128
1605,167552.70591044356
1606,135490.31952091109
1607,199238.73648854304
1608,199233.83261705737
1609,194813.5644672301
1610,167528.1865530152
1611,169344.62863812008
1612,167518.37881004385
1613,167513.4749385582
1614,155187.44476553323
1615,151539.8489808665
1616,151534.94510938082
1617,151530.04123789514
1618,167488.95558112988
1619,156798.2242036286
1620,167479.14783815853
1621,146102.58895464166
1622,199165.17841625802
1623,146092.78121167034
1624,167459.53235221584
1625,199150.466801801
