Id,SalePrice
1461,117493.97684531054
1462,152436.54323662957
1463,169833.2126947986
1464,200926.12838810636
1465,194549.98706367915
1466,182332.85079245828
1467,204626.70710517024
1468,171776.81949005416
1469,202398.94005207787
1470,113775.42947932915
1471,198871.86090504332
1472,114260.12787871412
1473,88532.59566992568
1474,150887.6372739151
1475,110330.04223281937
1476,314508.0117784031
1477,247987.6541614381
1478,292259.5091537882
1479,271521.85508994875
1480,393522.8611197793
1481,288661.0952738067
1482,213689.26706102258
1483,175953.4784636544
1484,175906.84517639386
1485,198624.03475541458
1486,206185.75378507702
1487,282946.4579175457
1488,259059.45255017467
1489,180464.93428485934
1490,225783.60189421382
1491,210342.5890631345
1492,87938.28010884114
1493,225778.504983617
1494,289604.79749586433
1495,271214.10250867414
1496,214529.88222259772
1497,158057.91595389228
1498,151941.85409390158
1499,158839.11985536898
1500,148438.04716218938
1501,191003.23014694452
1502,142239.5470615793
1503,269556.9397481228
1504,243761.935809294
1505,222683.35937416484
1506,201069.34477151395
1507,238229.31243150658
1508,207033.21401240258
1509,150900.08533948404
1510,144074.4636803784
1511,143179.8983247499
1512,188312.94672219013
1513,165631.6489174841
1514,159376.27058529248
1515,207440.57274800702
1516,173869.62413062155
1517,170242.9182450557
1518,122886.12113386067
1519,241530.90962692746
1520,119897.06449763011
1521,112267.4660912687
1522,198845.71768493834
1523,73912.4419626086
1524,108677.94122349983
1525,99389.15982050169
1526,82596.03029477224
1527,94054.1796266716
1528,151433.53564518574
1529,128584.6748023855
1530,247806.15803037654
1531,143885.12480258755
1532,119225.53359905421
1533,155439.88234574185
1534,123817.72146379226
1535,145761.5601015885
1536,100738.34093492199
1537,32573.37523320783
1538,187505.06756789656
1539,217914.4492524583
1540,110068.20213721972
1541,148642.41119558085
1542,127924.21489027701
1543,183806.60681922478
1544,75464.87458777847
1545,127665.30982933985
1546,143219.03414977086
1547,141733.8923185498
1548,134641.8549521612
1549,125236.97503914987
1550,126063.24278680352
1551,126537.87049048161
1552,135860.77486763918
1553,168392.8736405978
1554,127187.80680251168
1555,162408.90156992758
1556,76325.47934437566
1557,89337.02897138661
1558,89045.55045632739
1559,66947.78134800144
1560,127834.51814832608
1561,122812.04793849098
1562,114800.81900551845
1563,110063.35343110235
1564,144904.17433945066
1565,140405.76421212172
1566,242716.3114493317
1567,63409.762016357854
1568,222466.03298706212
1569,99625.62513423781
1570,141087.55938170035
1571,110959.62332532415
1572,132924.115423389
1573,237198.87443954404
1574,116750.87192631257
1575,236551.16549529554
1576,267953.9518405765
1577,196557.75920415577
1578,147629.20241015777
1579,128285.12813286367
1580,207048.25113672018
1581,142733.94259195658
1582,122116.8418136246
1583,303355.25636649434
1584,228202.34964998811
1585,152466.8621387859
1586,48435.999595015775
1587,96961.34387444146
1588,141679.0860720151
1589,101694.76911863964
1590,126629.28022506414
1591,74797.49136843067
1592,122986.60067792377
1593,143691.68012055196
1594,126891.16689226404
1595,113568.14285510429
1596,207911.92027001758
1597,171307.62618751475
1598,198826.68216604064
1599,193968.06165268132
1600,185825.66114068427
1601,22995.302701780805
1602,116888.42917046952
1603,61394.704448403325
1604,252165.95582573698
1605,261653.9175982487
1606,186924.05294392142
1607,171240.58417656296
1608,227720.80781670404
1609,194784.70620210865
1610,153134.60329128313
1611,158511.79419716634
1612,164258.75348563562
1613,176319.27127189864
1614,129870.00002859114
1615,75710.60228356766
1616,50058.370273977984
1617,57298.93684991705
1618,104447.53924832703
1619,158990.46578119555
1620,175391.4999816066
1621,129532.18988795415
1622,131717.3288436297
1623,265381.0776438571
1624,208303.11271230038
1625,112889.75619099825
1626,194970.06767634372
1627,193118.41060455097
1628,276071.32278071577
1629,192225.37920273189
1630,299667.531323015
1631,209878.7672247726
1632,223734.08072947478
1633,192153.87135190843
1634,190410.3732395796
1635,185256.6748121844
1636,163870.67816878576
1637,195331.64626420033
1638,221118.52732811286
1639,204369.45782001293
1640,259034.93409007648
1641,195395.54193358542
1642,219246.82284835656
1643,224491.50541690178
1644,231092.36000972148
1645,241026.46603176603
1646,180744.37302825996
1647,173003.43531205785
1648,134773.5349769101
1649,130512.14665383776
1650,112814.94201522926
1651,112068.85504747741
1652,114400.1842887071
1653,117096.83270983002
1654,151635.89809424314
1655,155949.3662108467
1656,140476.22803163924
1657,160069.71584171779
1658,145723.1643392539
1659,133373.5483228627
1660,149929.653129817
1661,371752.2034132343
1662,315246.85353935556
1663,320560.8102651092
1664,408922.0922506687
1665,290799.9041226248
1666,291959.78236138565
1667,302785.2796854896
1668,307800.64324360737
1669,290874.42544927215
1670,307313.35367068695
1671,261544.62914357404
1672,372607.7062866192
1673,289368.486969884
1674,258833.9039077144
1675,188025.57318070857
1676,194968.91359430156
1677,215714.0159558819
1678,389340.1387111682
1679,319008.02729817433
1680,276006.65118519054
1681,247407.28933972842
1682,291447.696532991
1683,194292.02695450466
1684,203150.87464661524
1685,177073.14254952548
1686,175531.40825406462
1687,179095.2044315464
1688,207210.1150556272
1689,208078.91933174268
1690,213632.4566731127
1691,203616.82677048515
1692,257210.34555346495
1693,179943.7024721268
1694,188806.75103120785
1695,182747.35419325577
1696,271835.4666386477
1697,187247.3637439278
