Id,SalePrice
1461,-319106865841966.3
1462,-82168227502063.83
1463,-82167330732905.4
1464,-82167912635536.95
1465,-82145548799979.84
1466,-82167330717558.4
1467,-82167345768255.11
1468,-82167330723288.39
1469,-80930178299026.47
1470,-80930817653090.83
1471,-320321596985956.75
1472,-160293056583179.5
1473,-160293056596035.16
1474,-80901040463692.06
1475,-80900773398258.23
1476,-82168494433036.03
1477,-82167645472285.08
1478,-80931399400503.73
1479,-82168809309036.44
1480,-80924517514295.7
1481,-80929863370810.1
1482,-82145434144318.25
1483,-82167645543259.2
1484,-80907966959025.44
1485,-82168904864886.38
1486,-82167330688577.22
1487,-83405904357558.97
1488,-80930292894223.75
1489,-239714267762475.03
1490,-239715431605494.9
1491,-80929748823971.5
1492,-319106266325486.06
1493,-82167870367083.31
1494,-82167330600247.92
1495,-80929920705692.44
1496,-240930572805652.2
1497,-239691856206141.34
1498,-239691684267300.06
1499,-239684490641653.88
1500,-239684490660921.9
1501,-239691856218383.53
1502,-240929266138754.0
1503,-240952841447712.12
1504,-240951362772359.78
1505,-239714267727864.7
1506,-82168227431276.34
1507,-80929806107741.36
1508,-82167845721611.44
1509,-80930502746505.08
1510,-80930817603251.05
1511,-80930235677721.05
1512,-80930817576815.81
1513,-82169486821321.94
1514,-82153496323118.92
1515,-80931132384677.33
1516,-80930832655954.98
1517,-82169114671813.81
1518,-80916086444168.62
1519,-80930235600659.52
1520,-82168227531909.19
1521,-82168227540855.69
1522,-80930817567357.25
1523,-80931132504032.28
1524,-80930817645686.58
1525,-80930517885518.86
1526,-80923280105009.3
1527,-80930817671722.34
1528,-80931132436789.08
1529,-82168227519762.52
1530,-80923935766547.08
1531,-160323148541934.5
1532,-160322833727585.38
1533,-160315894538632.06
1534,-160322566591140.56
1535,-160322848745511.2
1536,-160323148547955.53
1537,-160323398135457.72
1538,-160322219023481.22
1539,-160323382845409.47
1540,-160314439116339.7
1541,-160323682689172.8
1542,-160322848753442.84
1543,-82169219706056.9
1544,-160322833743723.03
1545,-160323148519621.06
1546,-160322848747880.75
1547,-160323148532388.56
1548,-160323148510369.38
1549,-160323148545471.88
1550,-160323148523239.94
1551,-160323997551076.38
1552,-160322548995441.22
1553,-160322219085970.12
1554,-160322219088703.62
1555,-82167645574241.53
1556,-82167960486089.56
1557,-80923167383413.95
1558,-82162881780734.73
1559,-399735977020985.56
1560,-319099400641307.4
1561,-80915486927367.69
1562,-80930702992835.27
1563,-80930817651106.5
1564,-82153686962146.7
1565,-80930203019142.72
1566,-82160463941261.02
1567,-80931981558165.17
1568,-82160334245878.06
1569,-80931017866131.5
1570,-80930817608908.0
1571,-80931132482359.44
1572,-80930645656472.55
1573,-83404998080864.1
1574,-82167513355947.62
1575,-80923353824158.78
1576,-82167030890854.47
1577,-80930235633106.94
1578,-82169706197005.67
1579,-80930708462806.77
1580,-82167330688838.92
1581,-82167345813547.98
1582,-80930645661786.83
1583,-80930235526370.02
1584,-80929920765092.92
1585,-160299983055789.5
1586,-80922586953084.27
1587,-80931681748793.11
1588,-82167588267707.14
1589,-80931132500485.81
1590,-80931904980232.77
1591,-80930817697345.27
1592,-80930703003825.22
1593,-80930817618917.73
1594,-319090713288058.7
1595,-80931132495383.61
1596,-82167660577151.75
1597,-80915471819320.64
1598,-82168904847645.05
1599,-161530683073093.88
1600,-161530568436360.28
1601,-160322833821050.22
1602,-160323033910333.03
1603,-398498282408397.75
1604,-161531846886607.1
1605,-80929920722828.52
1606,-80932076913396.3
1607,-82153496282704.7
1608,-82167645494711.78
1609,-80930235632294.64
1610,-80929920845875.61
1611,-80930817601394.55
1612,-80931227553709.23
1613,-80930235665497.72
1614,-160285907684889.25
1615,-160293056620942.4
1616,-160300422215312.06
1617,-160300422185088.56
1618,-80930517881647.44
1619,-80930121041928.14
1620,-80914872285151.12
1621,-80929920860695.33
1622,-82161545928981.02
1623,-80923054004020.47
1624,-80929506375034.0
1625,-82169391403699.67
1626,-80930817563665.2
1627,-82167330713438.53
1628,-82167273300873.11
1629,-80931494971195.6
1630,-82146540591907.1
1631,-82167473528782.34
1632,-82145548754035.72
1633,-82168904882862.56
1634,-80929920798075.64
1635,-82167330711036.73
1636,-80930235663914.03
1637,-80929920805039.7
1638,-82167330670500.06
1639,-80930817557682.69
1640,-82167330629287.75
1641,-80930817566038.11
1642,-239713838248321.25
1643,-239713952882174.78
1644,-239713952887374.28
1645,-82167473567846.42
1646,-80930817580128.95
1647,-82168227480156.23
1648,-82168227521967.11
1649,-82167645589454.55
1650,-80930817647007.5
1651,-80930517885914.8
1652,-160293056569218.12
1653,-160293056562726.78
1654,-80907824110909.33
1655,-80900773372721.06
1656,-80900458540823.34
1657,-80907824109692.8
1658,-80907824113553.62
1659,-80908720898891.2
1660,-80930817620076.67
1661,-80931084494150.22
1662,-80931084517447.69
1663,-80931227400531.27
1664,-80931341958845.36
1665,-80931399397279.94
1666,-82168751978430.11
1667,-84643142271307.08
1668,-82168694639920.69
1669,-82168637338174.42
1670,-82168809277728.58
1671,-82167645479341.2
1672,-82168809214006.0
1673,-82167330608426.53
1674,-82167645474036.19
1675,-82145376866615.3
1676,-82138011284493.5
1677,-82145548790961.47
1678,-82161927414682.27
1679,-82168751947908.98
1680,-82146712574155.39
1681,-80909302716367.36
1682,-80931342081283.19
1683,-80908138907481.98
1684,-80929920797851.31
1685,-82167158759100.05
1686,-80907966958719.38
1687,-82168790243131.88
1688,-82167330693587.78
1689,-82167216052432.06
1690,-82167330683185.66
1691,-82167330694224.97
1692,-82168494481574.8
1693,-82168790239804.31
1694,-82167330706090.23
1695,-80931494979991.97
1696,-83404740523262.9
1697,-82169486803973.17
1698,-80929806034316.44
1699,-82167473468200.03
1700,-80929920758396.62
1701,-82167330626243.55
1702,-82167530822781.05
1703,-80930235564741.83
1704,-80930063585335.0
1705,-82168637395260.61
1706,-80931342009132.06
1707,-240952841504725.6
1708,-239714267743865.84
1709,-240951505616071.34
1710,-239714267725630.88
1711,-239715116711762.3
1712,-239714267693482.44
1713,-239714267693050.4
1714,-240951677625452.75
1715,-240951362805803.1
1716,-80930235627428.3
1717,-80930235626798.52
1718,-80930235695791.52
1719,-82167273360624.7
